filename,image_url,true_class,critical_hazard,property_type,property_age,region
82-gettyimages-130854560-57c7488a3df78c71b61cb61d_jpg.rf.583c071b82ef6a02b1065d1fad04a20e.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/82-gettyimages-130854560-57c7488a3df78c71b61cb61d_jpg.rf.583c071b82ef6a02b1065d1fad04a20e.jpg,Deterioration,false,,,
24-small-stain-2_jpeg_jpg.rf.311fef6a6cb83262320947d7b89390ab.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/24-small-stain-2_jpeg_jpg.rf.311fef6a6cb83262320947d7b89390ab.jpg,Stain,false,,,
23-moldinsidewalls-d40fdee134fd46cf9e9090bb3576e5c6_jpg.rf.3af87ccbaad77380361a07ee0b753212.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/23-moldinsidewalls-d40fdee134fd46cf9e9090bb3576e5c6_jpg.rf.3af87ccbaad77380361a07ee0b753212.jpg,Mold,false,,,
185_jpg.rf.380695460d3182210c09bb56418c4cea.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/185_jpg.rf.380695460d3182210c09bb56418c4cea.jpg,Safe,false,,,
image10_png.rf.c245954b11a2a97ee1c75a5c8ad7e411.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/image10_png.rf.c245954b11a2a97ee1c75a5c8ad7e411.jpg,Safe,false,,,
Screenshot-2023-11-08-20-14-19_png.rf.36675e7c601e52e92cbe60368189e511.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-20-14-19_png.rf.36675e7c601e52e92cbe60368189e511.jpg,Water Damage,false,,,
lkjnhbvgfcd_jpg.rf.80746091b40cddcdfab390c97adbb9cb.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/lkjnhbvgfcd_jpg.rf.80746091b40cddcdfab390c97adbb9cb.jpg,Water Damage,false,,,
www-residencestyle-com_wp-content_uploads_2019_09_Visible-Leaks-or-Water-Damage_jpg.rf.64c09cf0b8d21fedbea629a4e37d14cb.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/www-residencestyle-com_wp-content_uploads_2019_09_Visible-Leaks-or-Water-Damage_jpg.rf.64c09cf0b8d21fedbea629a4e37d14cb.jpg,Water Damage,false,,,
Screenshot-2023-11-16-11-53-33_png.rf.c8f4d1a6f95b7ac8ad94694c354dc998.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-16-11-53-33_png.rf.c8f4d1a6f95b7ac8ad94694c354dc998.jpg,Water Damage,false,,,
DJI_20240819154058_0002_Zframe_110_png.rf.021932dea876c5e7fc42ae0b28ce0931.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/DJI_20240819154058_0002_Zframe_110_png.rf.021932dea876c5e7fc42ae0b28ce0931.jpg,Water Damage,false,,,
DJI_20240819154058_0002_Zframe_111_png.rf.398be95e4ae0d76c1c7f6081a4713f47.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/DJI_20240819154058_0002_Zframe_111_png.rf.398be95e4ae0d76c1c7f6081a4713f47.jpg,Water Damage,false,,,
videoplayback_1440_jpg.rf.fe8f45e417ead9fa80a3c6642b35fc4b.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/videoplayback_1440_jpg.rf.fe8f45e417ead9fa80a3c6642b35fc4b.jpg,Water Damage,false,,,
OIPdfgdf_jpg.rf.53c8eea2ad624da1ddd54f03a1a35fe9.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/OIPdfgdf_jpg.rf.53c8eea2ad624da1ddd54f03a1a35fe9.jpg,Water Damage,false,,,
Image_292_jpg.rf.094bc7567b19176a022badf681321e4d.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Image_292_jpg.rf.094bc7567b19176a022badf681321e4d.jpg,Structural Crack,true,,,
Screenshot-2023-11-23-09-48-08_png.rf.6f2ebb724a45c512f32f51edd3f260e3.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-23-09-48-08_png.rf.6f2ebb724a45c512f32f51edd3f260e3.jpg,Water Damage,false,,,
download1_6_png.rf.9a37cf9ddf096cb45c4d3d0e54fca710.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/download1_6_png.rf.9a37cf9ddf096cb45c4d3d0e54fca710.jpg,Safe,false,,,
DJI_20240704160303_0001_Zframe_199_png.rf.15a7c3e4219595d9c11b6b7171855586.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/DJI_20240704160303_0001_Zframe_199_png.rf.15a7c3e4219595d9c11b6b7171855586.jpg,Water Damage,false,,,
Screenshot-2023-11-14-10-16-13_png.rf.71ea04250ff10bdb1718487360c63e67.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-14-10-16-13_png.rf.71ea04250ff10bdb1718487360c63e67.jpg,Water Damage,false,,,
Screenshot-2023-11-15-17-07-45_png.rf.d35088eeafb866034463dc9271ad2b74.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-15-17-07-45_png.rf.d35088eeafb866034463dc9271ad2b74.jpg,Water Damage,false,,,
Screenshot-2023-11-16-11-54-04_png.rf.af8237410d2877a38c2a0443c336dcc5.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-16-11-54-04_png.rf.af8237410d2877a38c2a0443c336dcc5.jpg,Water Damage,false,,,
Screenshot-2023-11-16-12-57-35_png.rf.c1eaa1a60f807f4d3c7ce570133176f1.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-16-12-57-35_png.rf.c1eaa1a60f807f4d3c7ce570133176f1.jpg,Water Damage,false,,,
77ef57b0-3a16-11ec-bc54-01d0613f0982_jpg.rf.446d0d36ce1dd17217d1b4fd26e0f6eb.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/77ef57b0-3a16-11ec-bc54-01d0613f0982_jpg.rf.446d0d36ce1dd17217d1b4fd26e0f6eb.jpg,Safe,false,,,
image3_1_png.rf.ed2b0700cf0dbd7ddbb4f9d07cac79e4.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/image3_1_png.rf.ed2b0700cf0dbd7ddbb4f9d07cac79e4.jpg,Safe,false,,,
DJI_20240704160303_0001_Zframe_665_png.rf.65d4ec5c6dcb6dbf2675d83f1073596b.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/DJI_20240704160303_0001_Zframe_665_png.rf.65d4ec5c6dcb6dbf2675d83f1073596b.jpg,Water Damage,false,,,
00455-1967054234-window-in-a-brick-wall_png_jpg.rf.bff58ec090cc318a6c8edbbb802936f7.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/00455-1967054234-window-in-a-brick-wall_png_jpg.rf.bff58ec090cc318a6c8edbbb802936f7.jpg,Safe,false,,,
SnapAny1_0_jpg.rf.f117e3fb8a21fa8cd65e741fc8349098.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/SnapAny1_0_jpg.rf.f117e3fb8a21fa8cd65e741fc8349098.jpg,Water Damage,false,,,
a6403a48-7505-4aee-a509-5384f997c2f0_jpeg.rf.293cf03559a6cd14c42e453fadb46b27.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/a6403a48-7505-4aee-a509-5384f997c2f0_jpeg.rf.293cf03559a6cd14c42e453fadb46b27.jpg,Structural Crack,true,,,
78_jpg.rf.d3c9ef296a629c2160a250e527a7466a.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/78_jpg.rf.d3c9ef296a629c2160a250e527a7466a.jpg,Structural Crack,true,,,
Screenshot-2023-11-08-19-59-37_png.rf.688f0016a94e28f9b60bf965ba81638e.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-19-59-37_png.rf.688f0016a94e28f9b60bf965ba81638e.jpg,Water Damage,false,,,
43_jpg.rf.9e68a16ffaa1d12a588bffeb48ba8c6e.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/43_jpg.rf.9e68a16ffaa1d12a588bffeb48ba8c6e.jpg,Structural Crack,true,,,
www-biud-com-cn_upload_news_2013-05-17_post_274543-20130517021502-1_jpg.rf.aa6d4545b779c1605f32c201737632b9.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/www-biud-com-cn_upload_news_2013-05-17_post_274543-20130517021502-1_jpg.rf.aa6d4545b779c1605f32c201737632b9.jpg,Water Damage,false,,,
Screenshot-2023-11-23-09-27-30_png.rf.c83f835d8f411e1235dfa7aa2acab77c.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-23-09-27-30_png.rf.c83f835d8f411e1235dfa7aa2acab77c.jpg,Water Damage,false,,,
Screenshot-2023-11-08-20-56-39-2-_png.rf.c2426eb533fa3da82863a72bce572483.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-20-56-39-2-_png.rf.c2426eb533fa3da82863a72bce572483.jpg,Water Damage,false,,,
videoplayback_180_jpg.rf.49a65f57296e20a4e0a3e68421ca0d8a.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/videoplayback_180_jpg.rf.49a65f57296e20a4e0a3e68421ca0d8a.jpg,Water Damage,false,,,
img4-114chn-com_upload_202110186377015760174250238172037_jpg.rf.c00f503677d4bdbcfc38df7e07e4683e.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/img4-114chn-com_upload_202110186377015760174250238172037_jpg.rf.c00f503677d4bdbcfc38df7e07e4683e.jpg,Water Damage,false,,,
Screenshot-2023-11-08-20-35-17_png.rf.6daddf5ad78571c521f0c72840cbf643.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-20-35-17_png.rf.6daddf5ad78571c521f0c72840cbf643.jpg,Water Damage,false,,,
Screenshot-2023-11-08-20-39-23_png.rf.64d8ca45d9338c7dad786913ac6826dc.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-20-39-23_png.rf.64d8ca45d9338c7dad786913ac6826dc.jpg,Water Damage,false,,,
image5_1_png.rf.234b44976c8b53ad07db5733d4c9db81.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/image5_1_png.rf.234b44976c8b53ad07db5733d4c9db81.jpg,Safe,false,,,
1575543822032866600-5_png.rf.1e39d8b7dd89b230bf63ec099151ebf4.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/1575543822032866600-5_png.rf.1e39d8b7dd89b230bf63ec099151ebf4.jpg,Water Damage,false,,,
Screenshot-2023-11-07-09-57-38_png.rf.b4d218fc38fd042d1b997d706a38557f.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-07-09-57-38_png.rf.b4d218fc38fd042d1b997d706a38557f.jpg,Water Damage,false,,,
videoplayback_1500_jpg.rf.ba632eab65188c82cc8580492c9437bc.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/videoplayback_1500_jpg.rf.ba632eab65188c82cc8580492c9437bc.jpg,Water Damage,false,,,
cls04_016_jpg.rf.3c9fecb6031f06520bf0b2fecc80fc0a.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/cls04_016_jpg.rf.3c9fecb6031f06520bf0b2fecc80fc0a.jpg,Safe,false,,,
videoplayback_210_jpg.rf.f061c8bce184c67382ae92a325ab93af.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/videoplayback_210_jpg.rf.f061c8bce184c67382ae92a325ab93af.jpg,Water Damage,false,,,
8-damaged-wall-plaster-large-crack_jpg.rf.ba92e9a07c43599c2b5c2b674ce19c8f.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/8-damaged-wall-plaster-large-crack_jpg.rf.ba92e9a07c43599c2b5c2b674ce19c8f.jpg,Structural Crack,true,,,
Screenshot-2023-11-07-09-28-29_png.rf.5e1419776457c6beea4a6a195ce8393e.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-07-09-28-29_png.rf.5e1419776457c6beea4a6a195ce8393e.jpg,Water Damage,false,,,
pipe22_jpeg_jpg.rf.7cf247f432fb439fa9111f22f6426531.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/pipe22_jpeg_jpg.rf.7cf247f432fb439fa9111f22f6426531.jpg,Structural Crack,true,,,
89-home-inspection-ceiling-stain-scaled_jpeg_jpg.rf.e2d633e8c1cba16b7e13b2c2c70201fc.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/89-home-inspection-ceiling-stain-scaled_jpeg_jpg.rf.e2d633e8c1cba16b7e13b2c2c70201fc.jpg,Stain,false,,,
Screenshot-2023-11-07-09-31-19_png.rf.52f318be711ba6c6730e0f9367536efa.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-07-09-31-19_png.rf.52f318be711ba6c6730e0f9367536efa.jpg,Water Damage,false,,,
y2mate_com-Bathroom-Water-Leak-Creates-Peculiar-Ceiling-Pimple-ViralHog_480p_mp4-19_jpg.rf.89b5bec4a174268a8dc1f0ceb6735e5a.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/y2mate_com-Bathroom-Water-Leak-Creates-Peculiar-Ceiling-Pimple-ViralHog_480p_mp4-19_jpg.rf.89b5bec4a174268a8dc1f0ceb6735e5a.jpg,Water Damage,false,,,
102_jpg.rf.faaa077a9f691ae3b0a000a89169e27c.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/102_jpg.rf.faaa077a9f691ae3b0a000a89169e27c.jpg,Safe,false,,,
1713df80-af4c-11ec-be5b-e5637ad45230_jpg.rf.39c50f368f35ec13ff7ac99b803630bd.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/1713df80-af4c-11ec-be5b-e5637ad45230_jpg.rf.39c50f368f35ec13ff7ac99b803630bd.jpg,Safe,false,,,
84-gettyimages-1399511859_jpg.rf.159a66078e61983fb3e2f65166e08c85.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/84-gettyimages-1399511859_jpg.rf.159a66078e61983fb3e2f65166e08c85.jpg,Mold,false,,,
08498f20-67bc-11ec-851a-5fd95f9224b4_jpg.rf.b2942729ec025244cde736084b4075a9.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/08498f20-67bc-11ec-851a-5fd95f9224b4_jpg.rf.b2942729ec025244cde736084b4075a9.jpg,Safe,false,,,
image6-7_jpg.rf.88e38380431c60ab562f36b3780d38ff.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/image6-7_jpg.rf.88e38380431c60ab562f36b3780d38ff.jpg,Safe,false,,,
Screenshot-2023-11-08-20-14-31_png.rf.af5c4e6ca8284d04beffc6cf428d6f33.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-20-14-31_png.rf.af5c4e6ca8284d04beffc6cf428d6f33.jpg,Water Damage,false,,,
0875cab0-b68e-11ec-ade3-47f104d872e8_jpg.rf.db3d7e22465a34ac366ca497ee1756a1.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/0875cab0-b68e-11ec-ade3-47f104d872e8_jpg.rf.db3d7e22465a34ac366ca497ee1756a1.jpg,Safe,false,,,
pipe-image-12_jpeg_jpg.rf.d5c068ca04a20df9cf43c7b590fb2069.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/pipe-image-12_jpeg_jpg.rf.d5c068ca04a20df9cf43c7b590fb2069.jpg,hole,false,,,
00310-3093835319-window-in-a-brick-wall_png_jpg.rf.9feddf2ea0894859459b87ff45c87b11.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/00310-3093835319-window-in-a-brick-wall_png_jpg.rf.9feddf2ea0894859459b87ff45c87b11.jpg,Safe,false,,,
08d3e790-a6a1-4a77-93e7-7cb7b2c4d5d1_jpg.rf.c2d8a8b86bf840995ac20934d081eda6.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/08d3e790-a6a1-4a77-93e7-7cb7b2c4d5d1_jpg.rf.c2d8a8b86bf840995ac20934d081eda6.jpg,Safe,false,,,
14-stain-1_jpg.rf.e20e42f133011e2acadda0bd98c57e4d.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/14-stain-1_jpg.rf.e20e42f133011e2acadda0bd98c57e4d.jpg,Stain,false,,,
Screenshot-2023-11-08-19-59-01_png.rf.b4d6692a1a5f1586262ef0027c0bbfbd.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-19-59-01_png.rf.b4d6692a1a5f1586262ef0027c0bbfbd.jpg,Water Damage,false,,,
images-11-_jpg.rf.93937e13d3c3df39b5ed2f33974a0a6a.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/images-11-_jpg.rf.93937e13d3c3df39b5ed2f33974a0a6a.jpg,Structural Crack,true,,,
download10_png.rf.a3f1df258b14e758d0ee678cd4b5d53c.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/download10_png.rf.a3f1df258b14e758d0ee678cd4b5d53c.jpg,Damage,false,,,
SnapAny_325_jpg.rf.0900d863bef08d88fbddfb5776319c43.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/SnapAny_325_jpg.rf.0900d863bef08d88fbddfb5776319c43.jpg,Water Damage,false,,,
043ea3c0-7a2b-4888-9f2f-7b0dc2d59b63_jpg.rf.69e4f309df6559fecae368cd5fb82cd4.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/043ea3c0-7a2b-4888-9f2f-7b0dc2d59b63_jpg.rf.69e4f309df6559fecae368cd5fb82cd4.jpg,Safe,false,,,
043ea3c0-7a2b-4888-9f2f-7b0dc2d59b63_jpg.rf.6539389da6f71552ade7cf4edaf07b3e.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/043ea3c0-7a2b-4888-9f2f-7b0dc2d59b63_jpg.rf.6539389da6f71552ade7cf4edaf07b3e.jpg,Safe,false,,,
Screenshot-2023-11-08-20-15-24_png.rf.5a24247c6aab440b653b76cd6ffe6168.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/Screenshot-2023-11-08-20-15-24_png.rf.5a24247c6aab440b653b76cd6ffe6168.jpg,Water Damage,false,,,
1-hairline-crack-wall_jpg.rf.2b21948a3dfa23b2fce2def434693db3.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/1-hairline-crack-wall_jpg.rf.2b21948a3dfa23b2fce2def434693db3.jpg,Structural Crack,true,,,
photo-1756293438820_jpg.rf.37cee9458cceb2f0dd992a57c78b3d96.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/photo-1756293438820_jpg.rf.37cee9458cceb2f0dd992a57c78b3d96.jpg,Safe,false,,,
046458a5-fae2-4313-8886-771635d214ba_jpg.rf.8796516759cbe78769b01d110650c179.jpg,https://ukrjudtlvapiajkjbcrd.supabase.co/storage/v1/object/public/training-images/046458a5-fae2-4313-8886-771635d214ba_jpg.rf.8796516759cbe78769b01d110650c179.jpg,Safe,false,,,
